0,65,51,44,125,193
360,0.002274,0.009957,0.003004,0.008995,0.013578
361,0.002315,0.010994,0.003293,0.009198,0.013675
362,0.002234,0.00892,0.002714,0.009401,0.013772
363,0.002292,0.009518,0.002942,0.009215,0.013217
364,0.00235,0.010116,0.003169,0.00903,0.012662
365,0.002559,0.010467,0.003586,0.009826,0.012972
366,0.002767,0.010817,0.004003,0.010621,0.013283
367,0.002593,0.01197,0.003797,0.011077,0.0133
368,0.002635,0.012312,0.003544,0.011475,0.013572
369,0.002676,0.012655,0.003291,0.011873,0.013844
370,0.002546,0.011684,0.003318,0.010812,0.01423
371,0.002416,0.010712,0.003345,0.009752,0.014616
372,0.00242,0.010321,0.003514,0.009953,0.01415
373,0.002424,0.00993,0.003684,0.010154,0.013685
374,0.002383,0.009522,0.003393,0.009649,0.013303
375,0.002343,0.009114,0.003102,0.009144,0.012922
376,0.002579,0.009885,0.003453,0.009702,0.012584
377,0.002815,0.010657,0.003804,0.010261,0.012247
378,0.002882,0.010039,0.003562,0.010422,0.012312
379,0.00295,0.009422,0.003321,0.010583,0.012377
380,0.003002,0.010835,0.003319,0.009863,0.012564
381,0.002898,0.012249,0.003317,0.009143,0.012752
382,0.002232,0.011047,0.003102,0.008567,0.013194
383,0.002293,0.010224,0.003102,0.008503,0.012759
384,0.002354,0.009402,0.003101,0.008439,0.012325
385,0.002388,0.010383,0.003359,0.008944,0.013123
386,0.002422,0.011364,0.003616,0.009449,0.013922
387,0.002502,0.010668,0.003878,0.009741,0.013255
388,0.002581,0.009973,0.004141,0.009156,0.012589
389,0.003155,0.011707,0.004369,0.010181,0.013589
390,0.003729,0.013441,0.004597,0.011207,0.014589
391,0.003899,0.015115,0.004762,0.011517,0.014793
392,0.00356,0.016789,0.004431,0.011828,0.014996
393,0.003608,0.017392,0.004608,0.012193,0.015517
394,0.003656,0.017995,0.004786,0.012558,0.016037
395,0.004012,0.019323,0.005235,0.013369,0.018209
396,0.004399,0.022683,0.005918,0.0145,0.019467
397,0.004785,0.026044,0.006601,0.015631,0.020726
398,0.00516,0.026681,0.007115,0.016955,0.021814
399,0.005535,0.027319,0.007628,0.018279,0.022903
400,0.00616,0.031687,0.008629,0.01981,0.024769
401,0.006785,0.036056,0.009631,0.021342,0.026634
402,0.007321,0.038877,0.010197,0.022862,0.028753
403,0.007856,0.041699,0.010763,0.024382,0.030872
404,0.008313,0.044893,0.011377,0.025829,0.034264
405,0.008771,0.048088,0.011991,0.027276,0.037656
406,0.009182,0.050102,0.012432,0.028436,0.041649
407,0.009593,0.052117,0.012873,0.029597,0.045643
408,0.010054,0.057835,0.014014,0.031171,0.053101
409,0.01042,0.058794,0.014454,0.03192,0.058542
410,0.010787,0.059752,0.014895,0.03267,0.063983
411,0.011486,0.062987,0.015903,0.034677,0.072827
412,0.012184,0.066222,0.01691,0.036685,0.08167
413,0.01233,0.067853,0.017035,0.037254,0.092084
414,0.012477,0.069484,0.01716,0.037824,0.102498
415,0.012892,0.072688,0.018142,0.039232,0.118018
416,0.013307,0.075891,0.019123,0.04064,0.133538
417,0.013311,0.077101,0.019771,0.040878,0.150012
418,0.013315,0.074682,0.018476,0.040402,0.166485
419,0.013198,0.076207,0.018922,0.040873,0.188821
420,0.01308,0.077733,0.019368,0.041345,0.211158
421,0.013358,0.078273,0.019719,0.041517,0.238272
422,0.013635,0.078813,0.02007,0.041688,0.265386
423,0.013446,0.077149,0.019809,0.040916,0.317086
424,0.013201,0.076031,0.019618,0.040185,0.345311
425,0.012956,0.074913,0.019427,0.039453,0.373535
426,0.013186,0.075855,0.019646,0.04002,0.413478
427,0.013416,0.076798,0.019864,0.040587,0.453421
428,0.013464,0.077227,0.019994,0.0407,0.486876
429,0.013512,0.076368,0.020123,0.040813,0.520332
430,0.013299,0.076674,0.02083,0.040826,0.555119
431,0.013085,0.076979,0.021538,0.040838,0.589907
432,0.013396,0.077825,0.022132,0.041309,0.62143
433,0.013706,0.07867,0.022726,0.041781,0.652952
434,0.014151,0.081328,0.024905,0.04357,0.690749
435,0.014322,0.08224,0.026288,0.044613,0.708616
436,0.014494,0.083152,0.02767,0.045655,0.726483
437,0.01493,0.085561,0.029494,0.046869,0.74285
438,0.015367,0.087969,0.031317,0.048083,0.759217
439,0.015444,0.088448,0.033248,0.04859,0.771903
440,0.015521,0.088927,0.035179,0.049097,0.784589
441,0.015527,0.089497,0.037939,0.049377,0.788485
442,0.015533,0.090066,0.040699,0.049657,0.792381
443,0.015908,0.092573,0.044755,0.050898,0.79264
444,0.016282,0.095081,0.04881,0.052138,0.792898
445,0.016319,0.095119,0.053367,0.052455,0.774909
446,0.016356,0.095157,0.057924,0.052772,0.75692
447,0.016993,0.097006,0.069449,0.054456,0.70866
448,0.017092,0.099001,0.077366,0.055169,0.678448
449,0.017192,0.100996,0.085283,0.055882,0.648237
450,0.01758,0.103143,0.095754,0.056528,0.611382
451,0.017968,0.105289,0.106226,0.057175,0.574527
452,0.017773,0.105626,0.117875,0.05683,0.529366
453,0.017578,0.105963,0.129525,0.056485,0.484206
454,0.017647,0.106703,0.146662,0.056663,0.44704
455,0.017716,0.107442,0.1638,0.056841,0.409874
456,0.017627,0.107503,0.183636,0.056607,0.37211
457,0.017537,0.107565,0.203472,0.056372,0.334347
458,0.018517,0.106986,0.258033,0.058376,0.28041
459,0.018518,0.108215,0.291131,0.058818,0.258935
460,0.018518,0.109443,0.324228,0.057934,0.237461
461,0.018682,0.111185,0.365912,0.057987,0.223182
462,0.018847,0.112926,0.407595,0.05804,0.208904
463,0.018541,0.111946,0.452434,0.057397,0.196226
464,0.018235,0.110965,0.497272,0.056754,0.183549
465,0.018163,0.111319,0.55416,0.057177,0.176312
466,0.018092,0.111674,0.611047,0.0576,0.169076
467,0.017987,0.112086,0.664999,0.057097,0.161707
468,0.017883,0.112497,0.718951,0.056593,0.154339
469,0.018191,0.115232,0.820664,0.057001,0.142808
470,0.018381,0.115895,0.8586,0.056785,0.137269
471,0.018001,0.116557,0.896536,0.05657,0.13173
472,0.018306,0.119845,0.934398,0.057378,0.129449
473,0.01861,0.123133,0.97226,0.058186,0.127168
474,0.01863,0.124537,0.984724,0.058918,0.124894
475,0.018651,0.125941,0.997188,0.057455,0.12262
476,0.018768,0.129406,1,0.058131,0.122296
477,0.018885,0.13287,0.994376,0.058807,0.121972
478,0.018946,0.135711,0.97548,0.058901,0.121114
479,0.018825,0.138552,0.956583,0.058712,0.120256
480,0.018775,0.142335,0.87812,0.057084,0.117266
481,0.018744,0.145681,0.834315,0.057139,0.117271
482,0.018712,0.149027,0.790509,0.057194,0.117277
483,0.018774,0.154765,0.74609,0.057391,0.118072
484,0.018837,0.160504,0.701671,0.057588,0.118866
485,0.018885,0.166896,0.658645,0.057747,0.121104
486,0.018933,0.173288,0.615619,0.057907,0.123342
487,0.018803,0.179915,0.574129,0.05756,0.125652
488,0.018673,0.186542,0.532638,0.057212,0.127962
489,0.018741,0.195453,0.498068,0.057952,0.131509
490,0.018808,0.204364,0.463498,0.058692,0.135056
491,0.019331,0.223387,0.398034,0.058538,0.144061
492,0.019511,0.237535,0.372791,0.059658,0.151268
493,0.019692,0.251684,0.347548,0.060778,0.158474
494,0.01997,0.265521,0.324056,0.061038,0.16479
495,0.020247,0.279359,0.300563,0.061297,0.171105
496,0.020295,0.298083,0.280924,0.061696,0.180788
497,0.020199,0.316808,0.261284,0.062095,0.190472
498,0.020291,0.334136,0.242321,0.062152,0.200099
499,0.020383,0.351464,0.223358,0.062209,0.209726
500,0.020256,0.394305,0.19327,0.062232,0.232887
501,0.020566,0.419647,0.180499,0.062613,0.246445
502,0.020876,0.444989,0.167729,0.062994,0.260002
503,0.021006,0.474627,0.157298,0.063942,0.274966
504,0.021135,0.504265,0.146868,0.064889,0.289929
505,0.021552,0.532607,0.13743,0.065785,0.304692
506,0.021968,0.56095,0.127992,0.066681,0.319455
507,0.022248,0.598625,0.121368,0.068248,0.338883
508,0.022529,0.636299,0.114743,0.069815,0.35831
509,0.022316,0.694393,0.100902,0.069909,0.389832
510,0.022491,0.729529,0.095922,0.070637,0.40881
511,0.022666,0.764666,0.090941,0.071364,0.427787
512,0.022559,0.79,0.086033,0.071835,0.443781
513,0.022451,0.815335,0.081126,0.070893,0.459774
514,0.022678,0.847597,0.078053,0.072215,0.480161
